name,location,year,kilometers_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,new_price,price
Volkswagen Polo Diesel Comfortline 1.2L,Chennai,2013,68000,Diesel,0,Second,22.07 kmpl,1199 CC,73.9 bhp,5.0,,4.8
Ford Endeavour 2.2 Trend AT 4X2,Kochi,2019,11209,Diesel,1,First,12.62 kmpl,2198 CC,158 bhp,7.0,,31.15
Hyundai i20 1.2 Sportz,Pune,2011,41980,Petrol,0,Second,17.0 kmpl,1197 CC,80 bhp,5.0,,3.3
Chevrolet Beat Diesel PS,Bangalore,2012,65000,Diesel,0,First,25.44 kmpl,936 CC,57.6 bhp,5.0,,2.4
Honda Civic 2010-2013 1.8 V MT,Kolkata,2010,38000,Petrol,0,First,14.8 kmpl,1799 CC,130.2 bhp,5.0,,2.0
Maruti Wagon R VXI BS IV,Pune,2014,51000,Petrol,0,First,20.51 kmpl,998 CC,67.04 bhp,5.0,,3.1
Skoda Rapid 1.6 MPI Ambition Plus,Kochi,2014,33855,Petrol,0,First,15.0 kmpl,1598 CC,103.6 bhp,5.0,,5.09
Maruti Baleno Vxi - BSIII,Pune,2006,146000,Petrol,0,Second,15.4 kmpl,1590 CC,94 bhp,5.0,,1.05
Ford EcoSport 1.5 TDCi Titanium,Bangalore,2015,47037,Diesel,0,Second,22.77 kmpl,1498 CC,98.59 bhp,5.0,,7.0
Hyundai Accent GLE,Ahmedabad,2010,58000,Petrol,0,Second,13.2 kmpl,1495 CC,94 bhp,5.0,,2.5
BMW 5 Series 520d Luxury Line,Mumbai,2012,61240,Diesel,1,First,22.48 kmpl,1995 CC,190 bhp,5.0,70.43 Lakh,17.5
Maruti Alto K10 2010-2014 VXI,Chennai,2011,91211,Petrol,0,First,20.92 kmpl,998 CC,67.1 bhp,5.0,,2.1
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Bangalore,2013,84000,Diesel,1,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,,17.75
Maruti Wagon R LXI DUO BSIII,Mumbai,2008,64226,LPG,0,First,17.3 km/kg,1061 CC,57.5 bhp,5.0,,1.45
Toyota Corolla H4,Bangalore,2005,67000,Petrol,1,Second,11.3 kmpl,1794 CC,125 bhp,5.0,,2.45
Volvo XC60 D5,Pune,2011,106976,Diesel,1,First,13.5 kmpl,2400 CC,215 bhp,5.0,,13.8
Honda Jazz 1.5 VX i DTEC,Kolkata,2016,27210,Diesel,0,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,,5.85
Maruti Ciaz 1.3 Alpha,Delhi,2017,26322,Diesel,0,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,8.9
Maruti Swift VXI BSIV,Mumbai,2016,9107,Petrol,0,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,,5.15
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,63983,Diesel,1,First,19.27 kmpl,2143 CC,170 bhp,5.0,,16.56
Maruti Wagon R VXI Minor,Chennai,2010,134000,Petrol,0,Second,18.9 kmpl,1061 CC,67 bhp,5.0,,1.65
Mercedes-Benz A Class A180 Sport,Pune,2015,11000,Petrol,1,First,15.5 kmpl,1595 CC,120.7 bhp,5.0,,16.0
Hyundai Santro Xing GL,Pune,2008,93000,Petrol,0,First,0.0 kmpl,1086 CC,62 bhp,5.0,,1.45
Maruti Swift Dzire AMT ZDI,Coimbatore,2017,24852,Diesel,1,First,26.59 kmpl,1248 CC,74 bhp,5.0,,8.08
Hyundai Grand i10 AT Asta,Pune,2014,37632,Petrol,1,First,18.9 kmpl,1197 CC,82 bhp,5.0,,4.5
Nissan Sunny 2011-2014 XV Special Edition,Chennai,2013,55000,Petrol,0,Second,16.95 kmpl,1498 CC,97.7 bhp,5.0,,4.3
Maruti A-Star Lxi,Hyderabad,2010,81448,Petrol,0,First,19.0 kmpl,998 CC,66.1 bhp,5.0,,2.6
Renault KWID RXT Optional,Hyderabad,2018,1900,Petrol,0,First,25.17 kmpl,799 CC,53.3 bhp,5.0,4.8 Lakh,4.45
Hyundai Verna 1.6 SX VTVT (O) AT,Coimbatore,2012,54957,Petrol,1,First,17.1 kmpl,1591 CC,121.4 bhp,5.0,,5.37
Maruti Wagon R LXI Minor,Chennai,2008,55000,Petrol,0,Second,18.9 kmpl,1061 CC,67 bhp,5.0,,1.75
BMW 3 Series 320d Sport Line,Kolkata,2013,21983,Diesel,1,First,18.88 kmpl,1995 CC,184 bhp,5.0,,16.5
BMW 5 Series 2003-2012 520d,Delhi,2013,76000,Diesel,1,First,18.48 kmpl,1995 CC,177 bhp,5.0,,19.0
Tata Indigo CS eVX,Jaipur,2016,65000,Diesel,0,First,25.0 kmpl,1396 CC,69.01 bhp,5.0,,2.8
Hyundai i20 Sportz 1.4 CRDi,Hyderabad,2015,26000,Diesel,0,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,6.2
Maruti Omni E MPI STD BS IV,Kochi,2019,11571,Petrol,0,First,16.8 kmpl,796 CC,34.2 bhp,8.0,,3.8
Maruti Swift ZDi,Hyderabad,2014,81000,Diesel,0,First,25.2 kmpl,1248 CC,74 bhp,5.0,,6.1
Ford Ecosport Signature Edition Diesel,Coimbatore,2019,23154,Diesel,0,First,23.0 kmpl,1498 CC,98.96 bhp,5.0,12.12 Lakh,11.65
Honda Brio VX AT,Mumbai,2014,26856,Petrol,1,First,16.5 kmpl,1198 CC,86.8 bhp,5.0,,4.15
Toyota Innova Crysta 2.4 GX MT,Chennai,2017,67489,Diesel,0,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,19.37 Lakh,16.5
Mahindra Scorpio 2.6 LX,Bangalore,2008,176000,Diesel,0,Second,10.5 kmpl,2179 CC,120 bhp,8.0,,4.3
Hyundai i20 1.2 Magna,Kolkata,2010,18000,Petrol,0,First,18.5 kmpl,1197 CC,80 bhp,5.0,,2.25
Hyundai Verna 1.6 SX,Ahmedabad,2014,63003,Diesel,0,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,6.75
Mahindra XUV500 W6 2WD,Chennai,2014,80000,Diesel,0,First,15.1 kmpl,2179 CC,140 bhp,7.0,,9.4
Volkswagen Vento 1.5 TDI Comfortline,Coimbatore,2014,56658,Diesel,0,First,20.64 kmpl,1498 CC,108.5 bhp,5.0,12.14 Lakh,5.39
Maruti Swift Dzire VDI Optional,Kochi,2019,18592,Diesel,0,First,26.59 kmpl,1248 CC,74 bhp,5.0,,8.51
Tata Manza Aura Safire BS IV,Pune,2010,75695,Petrol,0,First,13.7 kmpl,1368 CC,88.8 bhp,5.0,,1.85
Maruti Swift VDI,Kolkata,2012,82000,Diesel,0,Second,22.9 kmpl,1248 CC,74 bhp,5.0,,2.5
Volkswagen Polo Diesel Highline 1.2L,Chennai,2013,60000,Diesel,0,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,4.75
Honda City 1.5 V MT,Pune,2009,138000,Petrol,0,Second,17.0 kmpl,1497 CC,118 bhp,5.0,,3.5
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Bangalore,2014,67000,Diesel,0,First,23.0 kmpl,1396 CC,90 bhp,5.0,,5.5
Honda City 1.5 V MT,Coimbatore,2012,42750,Petrol,0,First,17.0 kmpl,1497 CC,118 bhp,5.0,,6.33
Chevrolet Beat Diesel,Kochi,2014,52398,Diesel,0,First,25.44 kmpl,936 CC,57.6 bhp,5.0,,2.47
Chevrolet Spark 1.0 LS,Kochi,2014,36657,Petrol,0,First,16.2 kmpl,995 CC,62.1 bhp,5.0,,3.3
Tata New Safari DICOR 2.2 EX 4x2,Delhi,2011,77000,Diesel,0,Second,11.57 kmpl,2179 CC,138.1 bhp,7.0,,3.5
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Delhi,2014,85000,Diesel,1,First,11.3 kmpl,2987 CC,254.8 bhp,7.0,,38.75
BMW 5 Series 2003-2012 530d Highline,Pune,2008,112500,Diesel,1,First,11.5 kmpl,2993 CC,235 bhp,5.0,,7.99
Toyota Fortuner 2.8 4WD MT,Kochi,2013,105072,Diesel,0,First,14.24 kmpl,2755 CC,174.5 bhp,7.0,36.69 Lakh,13.28
BMW X1 sDrive 18i,Pune,2012,80000,Petrol,1,First,11.25 kmpl,1995 CC,150 bhp,5.0,,9.5
Renault Captur 1.5 Diesel Platine Mono,Kochi,2019,3102,Diesel,0,First,20.37 kmpl,1461 CC,108.45 bhp,5.0,,14.01
Hyundai Xcent 1.1 CRDi S,Coimbatore,2016,14656,Diesel,0,First,24.4 kmpl,1120 CC,71 bhp,5.0,,6.99
BMW 3 Series 320d,Hyderabad,2010,105000,Diesel,1,Second,13.2 kmpl,1995 CC,170 bhp,5.0,,11.0
BMW 5 Series 2010-2013 525i,Hyderabad,2008,61000,Petrol,1,Second,10.8 kmpl,2497 CC,215 bhp,5.0,,11.0
Nissan Micra XE,Pune,2010,85046,Petrol,0,Second,18.06 kmpl,1198 CC,75 bhp,5.0,,2.3
Jaguar XF 2.2 Litre Luxury,Delhi,2014,48000,Diesel,1,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,,26.5
Land Rover Range Rover TDV8 (Diesel),Bangalore,2011,55000,Diesel,1,First,10.2 kmpl,4367 CC,308 bhp,7.0,,67.0
Jeep Compass 1.4 Limited Option,Mumbai,2017,4000,Petrol,1,First,16.0 kmpl,1368 CC,160 bhp,5.0,23.68 Lakh,17.75
Honda CR-V 2.4 AT,Delhi,2010,94000,Petrol,1,Second,10.1 kmpl,2354 CC,152 bhp,5.0,,4.8
Maruti Swift VXI,Coimbatore,2013,61110,Petrol,0,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,,4.57
Hyundai Xcent 1.1 CRDi S,Chennai,2016,80000,Diesel,0,First,24.4 kmpl,1120 CC,71 bhp,5.0,,3.5
Nissan Terrano XV Premium 110 PS,Kochi,2015,43190,Diesel,0,First,19.01 kmpl,1461 CC,108.5 bhp,5.0,,7.61
Audi A4 35 TDI Technology,Hyderabad,2015,45000,Diesel,1,First,18.25 kmpl,1968 CC,187.74 bhp,5.0,55.61 Lakh,25.0
Hyundai Grand i10 Asta Option,Coimbatore,2016,44178,Petrol,0,First,18.9 kmpl,1197 CC,82 bhp,5.0,,5.88
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2015,84415,Diesel,0,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,,13.5
Hyundai i20 1.2 Magna,Kolkata,2015,35000,Petrol,0,First,18.5 kmpl,1197 CC,80 bhp,5.0,,4.6
Ford EcoSport 1.5 TDCi Titanium,Kolkata,2013,44000,Diesel,0,First,22.77 kmpl,1498 CC,98.59 bhp,5.0,,4.9
Honda City 1.5 S MT,Hyderabad,2012,67635,Petrol,0,First,17.0 kmpl,1497 CC,118 bhp,5.0,,5.25
Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,2018,18385,Petrol,1,First,14.8 kmpl,1497 CC,121.36 bhp,5.0,14.1 Lakh,12.41
Volkswagen Polo Diesel Highline 1.2L,Kolkata,2014,35000,Diesel,0,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,3.8
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mumbai,2010,49000,Diesel,1,First,19.27 kmpl,2143 CC,170 bhp,5.0,,8.95
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2013,69000,Diesel,0,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,7.2
Tata Indigo GLE,Hyderabad,2017,23228,Petrol,0,First,14.4 kmpl,1396 CC,65 bhp,5.0,,4.5
Maruti Swift Dzire LDI,Delhi,2014,68462,Diesel,0,First,26.59 kmpl,1248 CC,74 bhp,5.0,,4.15
Maruti S-Cross Zeta DDiS 200 SH,Coimbatore,2016,74611,Diesel,0,First,25.1 kmpl,1248 CC,88.5 bhp,5.0,13.26 Lakh,7.94
Renault Duster 110PS Diesel RxZ Pack,Pune,2014,90000,Diesel,0,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,,7.25
Maruti Wagon R VXI,Delhi,2016,22000,Petrol,0,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,3.7
Hyundai Santro Xing GL,Hyderabad,2010,58163,Petrol,0,First,0.0 kmpl,1086 CC,62 bhp,5.0,,2.45
Chevrolet Beat Diesel LT,Chennai,2011,109500,Diesel,0,Third,25.44 kmpl,936 CC,57.6 bhp,5.0,,1.5
Mahindra XUV500 W4 1.99 mHawk,Delhi,2017,13363,Diesel,0,First,16.0 kmpl,1997 CC,140 bhp,7.0,,12.0
Hyundai i10 Era 1.1,Delhi,2012,51000,Petrol,0,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,,2.2
Tata New Safari DICOR 2.2 EX 4x4,Hyderabad,2007,103000,Diesel,0,First,13.93 kmpl,2179 CC,138 bhp,7.0,,3.6
Hyundai i10 Sportz,Kolkata,2009,43002,Petrol,0,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,1.92
Toyota Innova Crysta 2.8 ZX AT,Bangalore,2016,108000,Diesel,1,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,28.05 Lakh,20.5
Skoda Laura Elegance MT,Jaipur,2010,82407,Diesel,0,First,17.5 kmpl,1896 CC,106 bhp,5.0,,4.25
Hyundai Grand i10 Sportz,Kolkata,2013,29000,Petrol,0,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3.2
Toyota Etios Liva GD,Pune,2012,225000,Diesel,0,Second,23.59 kmpl,1364 CC,null bhp,5.0,,2.6
Maruti Swift Dzire VDI,Kolkata,2014,45000,Diesel,0,First,23.4 kmpl,1248 CC,74 bhp,5.0,,3.85
Hyundai i20 Asta 1.4 CRDi (Diesel),Kochi,2010,93401,Diesel,0,First,23.0 kmpl,1396 CC,90 bhp,5.0,,3.48
Ford Figo 2015-2019 1.5D Trend MT,Hyderabad,2017,95802,Diesel,0,Second,25.83 kmpl,1498 CC,99 bhp,5.0,,4.55
Maruti Ertiga VDI,Pune,2016,130000,Diesel,0,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,11.27 Lakh,7.0
Maruti Ertiga ZDI,Ahmedabad,2013,67443,Diesel,0,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,,5.75
Honda City 1.5 V AT Sunroof,Kochi,2016,47681,Petrol,1,First,16.8 kmpl,1497 CC,116.3 bhp,5.0,,8.73
Maruti Alto LXi BSIII,Hyderabad,2009,35000,Petrol,0,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.7
Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2016,68000,Diesel,1,First,10.91 kmpl,3198 CC,197 bhp,7.0,,29.5
Maruti Vitara Brezza ZDi Plus,Kochi,2019,34688,Diesel,0,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.2 Lakh,10.49
Porsche Boxster S tiptronic,Kolkata,2015,10512,Petrol,1,First,8.6 kmpl,2706 CC,265 bhp,2.0,,64.0
Maruti Swift ZDi,Pune,2016,58000,Diesel,0,First,22.9 kmpl,1248 CC,74 bhp,5.0,,7.55
Tata Zest Revotron 1.2 XT,Mumbai,2014,40000,Petrol,0,First,17.57 kmpl,1193 CC,88.7 bhp,5.0,8.56 Lakh,3.95
Hyundai i20 1.2 Sportz Option,Bangalore,2010,61000,Petrol,0,Fourth & Above,17.0 kmpl,1197 CC,80 bhp,5.0,,3.25
Skoda Fabia 1.4 TDI Active,Mumbai,2009,86000,Diesel,0,First,19.4 kmpl,1422 CC,70 bhp,5.0,,2.75
Toyota Corolla Altis D-4D J,Kolkata,2015,45000,Diesel,0,First,21.43 kmpl,1364 CC,87.2 bhp,5.0,,7.35
Volkswagen Ameo 1.2 MPI Comfortline,Ahmedabad,2017,55000,Petrol,0,First,17.0 kmpl,1198 CC,73.75 bhp,5.0,,4.7
Hyundai Creta 1.6 VTVT S,Kochi,2016,36855,Petrol,0,Second,15.29 kmpl,1591 CC,121.3 bhp,5.0,,8.77
Hyundai i10 Magna 1.2,Kochi,2013,46821,Petrol,0,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.42
Chevrolet Beat LS,Kolkata,2015,120000,Petrol,0,First,18.6 kmpl,1199 CC,76.8 bhp,5.0,,2.5
Jaguar XF 3.0 Litre S Premium Luxury,Kolkata,2012,29000,Diesel,1,First,14.74 kmpl,2993 CC,270.9 bhp,5.0,,20.0
Nissan Terrano XL,Mumbai,2014,40000,Petrol,0,First,13.24 kmpl,1598 CC,102.5 bhp,5.0,,5.25
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Delhi,2013,60000,Diesel,1,Second,15.73 kmpl,1968 CC,174.33 bhp,5.0,,14.5
Hyundai i10 Asta AT,Mumbai,2011,64984,Petrol,1,First,16.95 kmpl,1197 CC,78.9 bhp,5.0,,3.45
Maruti Alto K10 VXI AGS,Pune,2015,73204,Petrol,1,First,24.07 kmpl,998 CC,67.1 bhp,5.0,,3.3
Audi Q7 4.2 TDI Quattro Technology,Bangalore,2014,50000,Diesel,1,First,11.33 kmpl,4134 CC,335.2 bhp,7.0,,51.0
Maruti Vitara Brezza VDi,Kolkata,2017,35000,Diesel,0,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,9.46 Lakh,6.5
Hyundai EON D Lite Plus,Hyderabad,2013,17729,Petrol,0,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.65
Mahindra XUV300 W8 Diesel,Chennai,2012,97000,Diesel,0,First,20.0 kmpl,1497 CC,115 bhp,5.0,12.79 Lakh,7.25
Hyundai Verna CRDi 1.6 SX Option,Kochi,2014,89614,Diesel,0,First,22.0 kmpl,1582 CC,126.2 bhp,5.0,15.57 Lakh,6.01
Maruti Wagon R VXI,Kolkata,2015,14000,Petrol,0,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.8
Hyundai i20 Sportz Option,Chennai,2012,50000,Petrol,0,First,17.0 kmpl,1197 CC,80 bhp,5.0,,4.0
Honda City i VTEC V,Delhi,2014,62505,Petrol,0,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,5.95
Toyota Innova 2.5 V Diesel 7-seater,Chennai,2011,248000,Diesel,0,Second,12.8 kmpl,2494 CC,102 bhp,7.0,,9.2
Hyundai Verna CRDi SX,Pune,2012,94900,Diesel,0,First,16.8 kmpl,1493 CC,110 bhp,5.0,,5.35
Tata Hexa XT,Delhi,2017,55000,Diesel,0,First,17.6 kmpl,2179 CC,153.86 bhp,7.0,19.86 Lakh,12.0
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,53735,Diesel,1,Second,12.07 kmpl,2967 CC,241.4 bhp,7.0,,38.94
Maruti Wagon R VXI,Coimbatore,2008,53934,Petrol,0,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.69
BMW 5 Series 2013-2017 525d Luxury Line,Bangalore,2013,58500,Diesel,1,Second,17.09 kmpl,1995 CC,218 bhp,5.0,,27.5
Honda Amaze EX i-Vtech,Kolkata,2014,48000,Petrol,0,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,2.75
Maruti Alto 800 2016-2019 LXI,Mumbai,2016,24000,Petrol,0,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,2.8
Hyundai Verna 1.6 SX VTVT,Mumbai,2016,52001,Petrol,0,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,6.45
Tata Tiago 1.2 Revotron XZ,Coimbatore,2018,9565,Petrol,0,First,23.84 kmpl,1199 CC,84 bhp,5.0,6.59 Lakh,5.88
Maruti Swift LXI,Pune,2013,32953,Petrol,0,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,,4.65
Hyundai EON Era,Jaipur,2014,18000,Petrol,0,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,2.5
Mercedes-Benz E-Class E 220 d,Kochi,2018,20446,Petrol,1,First,12.6 kmpl,1950 CC,191.34 bhp,5.0,86.97 Lakh,51.35
Hyundai i20 Magna 1.4 CRDi,Hyderabad,2016,33016,Diesel,0,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,6.85
Toyota Etios VD,Chennai,2012,48000,Diesel,0,First,23.59 kmpl,1364 CC,67.05 bhp,5.0,,5.25
Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,72022,Diesel,0,First,21.43 kmpl,1364 CC,87.2 bhp,5.0,,9.23
Mini Cooper 5 DOOR D,Ahmedabad,2014,34000,Diesel,1,First,20.7 kmpl,1496 CC,113.98 bhp,5.0,42.12 Lakh,22.0
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,69000,Diesel,0,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,,5.19
Skoda Superb Elegance 1.8 TSI AT,Pune,2009,108000,Petrol,1,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,4.35
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Hyderabad,2013,34700,Diesel,1,First,10.0 kmpl,2148 CC,170 bhp,5.0,,24.5
Maruti Swift VDi BSIII W/ ABS,Pune,2015,79000,Diesel,0,First,17.8 kmpl,1248 CC,75 bhp,5.0,,5.75
Honda City i VTEC CVT VX,Kochi,2016,58197,Petrol,1,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,,9.19
BMW 7 Series 2007-2012 740Li,Pune,2008,66000,Petrol,1,Second,8.45 kmpl,2979 CC,321 bhp,5.0,,10.75
Hyundai i10 Magna AT,Bangalore,2009,60000,Petrol,1,First,19.2 kmpl,1197 CC,80 bhp,5.0,,2.99
Maruti Swift Dzire VDI,Kolkata,2014,57000,Diesel,0,First,26.59 kmpl,1248 CC,74 bhp,5.0,,3.89
Honda City i DTec VX,Coimbatore,2018,45555,Diesel,0,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,11.73
Maruti Omni 8 Seater BSIV,Coimbatore,2016,55137,Petrol,0,First,14.0 kmpl,796 CC,35 bhp,5.0,,3.11
Skoda Superb 2009-2014 Elegance 2.0 TDI MT,Jaipur,2014,93325,Diesel,0,Second,17.2 kmpl,1968 CC,138.1 bhp,5.0,,14.45
Maruti Ertiga SHVS VDI,Ahmedabad,2018,38000,Diesel,0,First,24.52 kmpl,1248 CC,88.5 bhp,7.0,,8.7
Hyundai Grand i10 CRDi Magna,Kochi,2016,57738,Diesel,0,First,24.0 kmpl,1120 CC,70 bhp,5.0,,5.04
Maruti Ciaz VDi Plus SHVS,Jaipur,2017,38282,Diesel,0,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,8.5
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2014,64000,Diesel,1,First,19.27 kmpl,2143 CC,170 bhp,5.0,,15.65
Fiat Avventura MULTIJET Emotion,Mumbai,2015,32000,Diesel,0,First,20.5 kmpl,1248 CC,91.72 bhp,5.0,,5.65
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Bangalore,2010,83000,Petrol,1,First,10.93 kmpl,2497 CC,204 bhp,5.0,,16.5
Maruti Zen Estilo LXI Green (CNG),Ahmedabad,2011,76000,CNG,0,First,26.3 km/kg,998 CC,67.1 bhp,5.0,,2.0
Volkswagen Vento Petrol Highline,Pune,2012,67200,Petrol,0,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,,3.9
BMW 3 Series 320d Luxury Line,Jaipur,2013,62655,Diesel,1,First,18.88 kmpl,1995 CC,184 bhp,5.0,,14.5
BMW 5 Series 2013-2017 530d M Sport,Bangalore,2015,16900,Diesel,1,First,14.69 kmpl,2993 CC,258 bhp,5.0,,44.0
Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,8471,Petrol,0,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.54 Lakh,5.0
Toyota Innova Crysta 2.8 ZX AT,Hyderabad,2016,69000,Diesel,1,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,26.56 Lakh,19.75
Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,30090,Diesel,1,First,19.6 kmpl,1461 CC,108.45 bhp,5.0,15.05 Lakh,11.44
Tata Indica Vista Aura 1.3 Quadrajet,Chennai,2011,120000,Diesel,0,First,18.0 kmpl,1248 CC,75 bhp,5.0,,1.75
Maruti Swift VDI BSIV,Bangalore,2013,23000,Diesel,0,First,17.8 kmpl,1248 CC,null bhp,5.0,,5.6
Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde,Kochi,2016,35939,Petrol,0,First,12.3 kmpl,1796 CC,185 bhp,5.0,,30.42
Mahindra XUV500 W8 4WD,Coimbatore,2013,116694,Diesel,0,First,15.1 kmpl,2179 CC,140 bhp,7.0,,9.57
Mahindra Bolero ZLX,Mumbai,2016,40448,Diesel,0,First,15.96 kmpl,2523 CC,62.1 bhp,7.0,11.01 Lakh,3.5
Maruti Vitara Brezza ZDi,Coimbatore,2018,64456,Diesel,0,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11 Lakh,10.46
Fiat Avventura MULTIJET Emotion,Pune,2014,52782,Diesel,0,First,20.5 kmpl,1248 CC,91.72 bhp,5.0,,4.85
Honda Amaze S Petrol,Kochi,2016,51672,Petrol,0,First,19.5 kmpl,1199 CC,88.76 bhp,5.0,7.55 Lakh,5.68
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2015,56073,Petrol,1,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,13.25
Jaguar XF 3.0 Litre S Premium Luxury,Bangalore,2011,65000,Diesel,1,First,14.74 kmpl,2993 CC,270.9 bhp,5.0,,16.0
Maruti Wagon R VXI BSIII,Chennai,2013,79000,Petrol,0,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,3.0
Hyundai Santro Xing XL eRLX Euro III,Kolkata,2007,43206,Petrol,0,First,17.0 kmpl,1086 CC,null bhp,5.0,,0.99
Toyota Corolla Altis VL,Mumbai,2010,70200,Petrol,1,First,14.53 kmpl,1798 CC,138.1 bhp,5.0,,5.0
Maruti Swift VXi BSIV,Delhi,2016,42000,Petrol,0,First,16.1 kmpl,1197 CC,85 bhp,5.0,,4.75
Volkswagen Polo 1.2 MPI Highline,Bangalore,2014,62000,Petrol,0,First,16.47 kmpl,1198 CC,74 bhp,5.0,,5.35
Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,20000,Petrol,0,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.82 Lakh,5.98
Maruti SX4 ZDI,Chennai,2011,80000,Diesel,0,Third,21.5 kmpl,1248 CC,88.8 bhp,5.0,,3.5
Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,50234,Petrol,0,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.32 Lakh,4.77
Maruti Baleno Delta 1.2,Delhi,2016,50003,Petrol,0,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,5.45
Tata Tigor 1.2 Revotron XTA,Ahmedabad,2018,1000,Petrol,1,First,20.3 kmpl,1199 CC,84 bhp,5.0,,6.85
Maruti Swift Dzire AMT ZDI,Jaipur,2016,54897,Diesel,1,First,26.59 kmpl,1248 CC,74 bhp,5.0,,7.3
Tata Indica GLS BS IV,Pune,2007,108995,Petrol,0,First,15.3 kmpl,1193 CC,65.3 bhp,5.0,,1.25
Maruti SX4 S Cross DDiS 320 Zeta,Chennai,2015,73000,Diesel,0,First,22.7 kmpl,1598 CC,118 bhp,5.0,,8.25
Maruti Swift VXI BSIII,Ahmedabad,2008,65000,Petrol,0,First,16.1 kmpl,1298 CC,88.2 bhp,5.0,,2.71
Hyundai Xcent 1.2 Kappa SX,Kolkata,2016,32000,Petrol,0,First,19.1 kmpl,1197 CC,82 bhp,5.0,,3.6
Hyundai i20 1.2 Magna,Ahmedabad,2010,65000,Petrol,0,First,18.5 kmpl,1197 CC,80 bhp,5.0,,3.0
